part_id,packaging_id,units_per_container,q_volume,q_weight,q_geometry,cube_utilization,gross_weight_kg,annual_packaging_cost_eur,annual_handling_cost_eur,annual_damage_cost_eur,annual_packaging_transport_proxy_eur,total_packaging_system_cost_eur,returnable
P0022,PK01,3,4,7,3,0.7396590909090909,9.4512,2709.450909090909,5594.6,43.704621118080034,2819.6784,11167.43393020899,True
P0023,PK06,32,49,98,32,0.6411534742948422,387.2816,20542.87857142857,14085.5,394.5465952796163,204703.93125,239726.85641670818,True
P0024,PK01,3,3,14,3,0.8686363636363637,5.5565999999999995,5379.48,11107.800000000001,13.594405345560011,5598.3312,22099.20560534556,True
P0025,PK02,30,46,73,30,0.6394531250000001,17.623,5860.909090909091,10315.199999999999,62.172487430010044,11883.1104,28121.3919783391,True
P0026,PK02,8,16,27,8,0.47250000000000003,13.4696,10433.18181818182,18362.399999999998,24.75367724808002,21153.4848,49973.8202954299,True
P0027,PK02,3,7,30,3,0.4000000000000001,6.8095,1866.1363636363637,3284.3999999999996,41.30856447750004,3783.6288,8975.473728113864,True
P0028,PK05,5,10,229,5,0.49653125000000004,38.1515,332864.0,93618.0,916.0104887135999,838817.28,1266215.2904887137,False
P0029,PK02,3,5,19,3,0.5718359375000001,8.8183,11664.545454545456,20529.6,44.435733617520036,23650.099199999997,55888.680388162975,True
P0030,PK03,2,2,10,2,0.864375,8.3216,18717.8,36228.0,544.9514249440795,42604.128000000004,98094.87942494408,True
P0031,PK04,8,11,28,8,0.708389154704944,7.596,66693.2,47638.0,195.89925984479996,62724.954600000005,177252.0538598448,False
P0032,PK02,3,4,11,3,0.680390625,12.1615,6805.909090909092,11978.4,138.60708076800012,13799.116799999998,32722.032971677094,True
P0033,PK03,8,13,8,12,0.5763095238095238,29.6608,24666.079999999998,47740.799999999996,1664.7327801973245,56143.1808,130214.79358019734,True
P0034,PK02,24,35,41,24,0.6768750000000001,23.831199999999995,2591.5909090909095,4561.2,477.5913100125004,5254.502399999999,12884.88461910341,True
P0035,PK01,3,5,22,3,0.5904545454545455,4.1709,22971.2,47432.00000000001,54.852686888976045,23905.728,94363.78068688899,True
P0036,PK02,2,2,8,2,0.8301302083333335,11.365,31550.909090909092,55529.6,199.90992628368016,63970.09919999999,151250.51821719276,True
P0037,PK03,2,3,19,2,0.5969940476190476,5.784000000000001,9373.16,18141.6,8.505816604739993,21334.521600000004,48857.78741660474,True
P0038,PK05,3,7,27,3,0.405271875,95.61,105696.0,29727.0,21.28368391379999,266353.92,401798.2036839138,False
P0039,PK02,16,19,36,16,0.8135416666666667,18.887999999999998,1503.409090909091,2646.0,106.19770267548007,3048.1919999999996,7303.798793584571,True
P0040,PK06,28,29,104,28,0.9624154020765902,335.69079999999997,3681.835714285714,2524.5,48.53455161444004,36688.44375,42943.31401590015,True
P0041,PK02,12,15,45,12,0.79203125,12.700000000000001,1317.2727272727275,2318.3999999999996,55.57886987535006,2670.7967999999996,6362.048397148077,True
P0042,PK03,3,6,19,3,0.4964732142857144,7.367100000000001,12485.56,24165.6,219.1286626673758,28418.745600000006,65289.03426266738,True
P0043,PK02,24,46,44,24,0.514375,22.323999999999998,5059.09090909091,8904.0,163.00809426096012,10257.408,24383.507003351868,True
P0044,PK01,1,1,4,0,0.8631439393939394,5.4021,12391.236363636363,25586.000000000004,32.49815094000002,12895.344,50905.07851457637,True
P0045,PK06,28,38,78,28,0.7307347933919038,415.5328,4331.571428571428,2970.0,175.97969181374415,43162.875,50640.42612038517,True
P0046,PK04,3,5,10,3,0.5082296650717703,7.715000000000001,18522.0,13230.0,203.785958586168,17419.941000000003,49375.72695858617,False
P0047,PK03,2,4,7,2,0.49988095238095237,10.700400000000002,42162.48,81604.8,32.64356658981597,95967.24480000003,219767.16836658982,True
P0048,PK03,3,6,13,3,0.4308928571428572,9.491700000000002,4534.68,8776.8,6.055662475043994,10321.516800000001,23639.052462475043,True
P0049,PK04,1,2,5,1,0.4960925039872408,5.0873,84694.4,60496.0,191.64690259660796,79655.08320000001,225037.13010259662,False
P0050,PK01,1,1,6,0,0.8709848484848485,4.4874,13667.65090909091,28221.600000000002,12.02671334736001,14223.6864,56124.96402243827,True
P0051,PK03,24,36,45,24,0.6657142857142857,18.5712,1561.16,3021.6,9.705304437947992,3553.4016000000006,8145.866904437949,True
P0052,PK03,2,2,4,2,0.8405654761904763,15.136400000000002,7178.36,13893.6,171.0174669547678,16338.873600000003,37581.851066954776,True
P0053,PK04,4,9,15,4,0.42264752791068577,6.97,13806.8,9862.0,458.74462468823987,12985.295400000003,37112.840024688245,False
P0054,PK02,8,19,27,8,0.40125000000000005,13.56,16050.68181818182,28249.199999999997,1398.6040827250808,32543.0784,78241.5643009069,True
P0055,PK03,3,6,5,3,0.48441964285714284,18.396,12512.84,24218.399999999998,61.51744373821194,28480.838400000004,65273.59584373821,True
P0056,PK01,3,6,12,3,0.4632954545454545,6.0927,10705.687272727273,22105.600000000002,22.041076727808015,11141.2224,43974.550749455084,True
P0057,PK03,2,3,14,2,0.6442261904761905,6.7616000000000005,86426.76,167277.6,9799.942431124684,196718.45760000002,460222.76003112475,True
P0058,PK05,20,32,74,20,0.6217083333333334,198.20999999999998,12096.0,3402.0,44.10555218189998,30481.92,46024.0255521819,False
P0059,PK05,24,30,71,24,0.7884749999999999,241.7952,13232.0,3721.5,285.70169249279985,33344.64,50583.8416924928,False
P0060,PK02,2,5,8,2,0.34231770833333336,12.1056,15568.636363636366,27400.8,3.1342330706400023,31565.721599999993,74538.292196707,True
P0061,PK03,6,17,7,8,0.35044642857142855,26.920199999999998,28402.2,54972.0,176.3105766217738,64647.07200000001,148197.58257662176,True
P0062,PK02,18,27,20,20,0.660703125,34.2016,400.90909090909093,705.5999999999999,1.7326603728000014,812.8511999999998,1921.0929512818907,True
P0063,PK06,4,6,19,4,0.5801525915339023,278.7584,157869.7357142857,108245.5,58.71104378035205,1573126.93125,1839300.878008066,True
P0064,PK05,40,71,77,40,0.556,359.772,12112.0,3406.5,112.90283262719996,30522.24,46153.64283262721,False
P0065,PK03,3,8,11,3,0.3578571428571429,10.4985,6242.16,12081.6,40.28234549421597,14207.961600000002,32572.00394549422,True
P0066,PK03,24,45,52,24,0.5278571428571428,16.3464,1209.0,2340.0,95.31841978033191,2751.8400000000006,6396.158419780332,True
P0067,PK04,12,18,19,12,0.6516746411483253,15.7808,14302.4,10216.0,2243.301915964031,13451.407200000001,40213.109115964035,False
P0068,PK05,48,74,59,48,0.6466999999999999,545.832,4288.0,1206.0,121.67910603683993,10805.759999999998,16421.43910603684,False
P0069,PK05,10,18,75,10,0.5311145833333333,109.7,48320.0,13590.0,836.9694325137596,121766.4,184513.36943251375,False
P0070,PK02,4,12,6,4,0.3265104166666667,25.407999999999998,4362.272727272728,7677.599999999999,153.00791202906012,8844.595199999998,21037.475839301787,True
P0071,PK06,24,32,87,24,0.7471310269452268,342.752,4299.485714285714,2948.0,11.43814763520001,42843.149999999994,50102.07386192091,True
P0072,PK03,3,5,10,3,0.5693303571428572,11.1249,8179.04,15830.4,22.915962098567977,18616.5504,42648.90636209857,True
P0073,PK05,4,7,29,4,0.5531291666666667,111.2688,44016.0,12379.5,85.88128193999997,110920.32,167401.70128194,False
P0074,PK02,6,12,17,6,0.481171875,15.3628,4005.9090909090914,7050.4,2028.8043617587216,8122.060799999999,21207.17425266781,True
P0075,PK02,3,5,15,3,0.515234375,10.096,15982.272727272728,28128.8,87.54557423040006,32404.3776,76602.99590150313,True
P0076,PK03,20,35,31,20,0.5604166666666667,21.79,937.4399999999999,1814.3999999999999,14307.845718592615,2133.7344000000003,19193.420118592614,True
P0077,PK03,3,7,38,3,0.3994196428571429,5.061,5303.48,10264.8,7.131471757199992,12071.404800000002,27646.816271757198,True
P0078,PK02,3,5,30,3,0.5752734375,6.7921,3060.909090909091,5387.2,3.373172869500003,6206.054399999999,14657.53666377859,True
P0079,PK06,5,10,20,5,0.48380028584639967,312.4415,204907.39285714284,140497.5,380.10632308740037,2041843.78125,2387628.7804302303,True
P0080,PK03,3,5,28,3,0.5568303571428572,5.8629,26407.04,51110.4,80.94298600382393,60105.83040000001,137704.21338600383,True
P0081,PK03,3,12,48,3,0.23919642857142856,4.5732,15849.68,30676.8,83.41779225023991,36075.916800000006,82685.81459225024,True
P0082,PK02,4,13,7,4,0.29161458333333334,21.253999999999998,6018.409090909091,10592.4,27.950494208130024,12202.444799999997,28841.204385117217,True
P0083,PK01,1,1,2,0,0.7820075757575757,8.284,14587.138181818182,30120.2,43.23456520020004,15180.580800000002,59931.15354701838,True
P0084,PK02,2,4,6,2,0.41763020833333336,13.9428,20425.68181818182,35949.2,41.499855083520025,41413.4784,97829.86007326533,True
P0085,PK03,176,439,194,420,0.40071428571428575,29.909599999999998,78.12,151.2,76.98395683660492,177.81120000000004,484.11515683660497,True
P0086,PK05,5,8,35,5,0.5816927083333334,115.5265,74688.0,21006.0,67.97776867199998,188213.75999999998,283975.737768672,False
P0087,PK02,16,17,23,16,0.9354166666666668,27.16,3002.045454545455,5283.599999999999,252.0827102582102,6086.707199999999,14624.435364803661,True
P0088,PK03,8,18,17,8,0.433452380952381,16.1416,3070.24,5942.4,39.19949999153996,6988.262400000001,16040.101899991541,True
P0089,PK06,18,47,78,18,0.379366513935012,302.33299999999997,13508.085714285713,9262.0,81.14049207000008,134604.22499999998,157455.4512063557,True
P0090,PK02,8,17,10,8,0.45166666666666666,31.087999999999997,3003.636363636364,5286.4,67.66750536480006,6089.932799999999,14447.636669001162,True
P0091,PK02,4,9,12,4,0.43640625,14.554400000000001,12044.772727272728,21198.8,32.87991200274002,24421.017599999996,57697.47023927547,True
P0092,PK04,1,1,7,0,0.9555023923444975,3.8918,42294.0,30210.0,381.26740459499996,39777.507000000005,112662.77440459501,False
P0093,PK03,1,2,9,0,0.43696428571428575,6.0171,18761.2,36312.0,38.77467112511995,42702.912000000004,97814.88667112513,True
P0094,PK03,1,2,8,1,0.4394047619047619,6.2735,37492.64,72566.4,56.58970044218395,85338.08640000001,195453.7161004422,True
P0095,PK03,1,2,6,0,0.4448958333333334,7.2066,27173.36,52593.6,114.2538282571139,61850.0736,141731.2874282571,True
P0096,PK04,2,5,10,2,0.359170653907496,5.5192,186922.4,133516.0,1439.0857472378398,175800.5172,497678.00294723787,False
P0097,PK03,13,25,14,16,0.5186458333333333,28.9171,2892.92,5599.2,538.6277534465514,6584.659200000002,15615.406953446553,True
P0098,PK02,3,4,16,3,0.7061328125,9.6736,8002.272727272728,14084.0,114.65039414880012,16224.767999999998,38425.69112142152,True
P0099,PK04,6,13,14,6,0.4341626794258373,10.446200000000001,2704.7999999999997,1932.0,1483.9338712227839,2543.8644000000004,8664.598271222783,False
P0100,PK06,16,33,81,16,0.4814830383790828,271.0464,19074.95714285714,13079.0,12.81449030400001,190076.51249999998,222243.28413316113,True
P0101,PK04,16,25,29,16,0.624688995215311,13.952,31992.8,22852.0,10803.010639247423,30089.2284,95737.03903924742,False
P0102,PK06,32,59,32,36,0.5420488461053429,978.04,3216.5928571428567,2205.5,19.97237797884002,32052.431249999998,37494.496485121694,True
P0103,PK03,2,6,14,2,0.31202380952380954,6.7064,7969.48,15424.8,48.776423046623954,18139.564800000004,41582.62122304663,True
P0104,PK03,2,4,6,2,0.44758928571428575,11.8824,9342.16,18081.6,194.85014775407984,21263.961600000002,48882.57174775408,True
P0105,PK03,1,1,5,0,0.8605208333333334,7.9639,78942.12,152791.19999999998,185.1734506502158,179682.4512,411600.9446506502,True
P0106,PK05,5,9,52,5,0.5344322916666666,85.322,97888.0,27531.0,46.37376327599998,246677.75999999998,372143.133763276,False
P0107,PK02,8,11,9,8,0.7125,33.1824,20342.954545454548,35803.6,738.0709793384406,41245.7472,98130.372724793,True
P0108,PK06,71,121,71,72,0.5831108915885495,992.9867,2245.9999999999995,1540.0,3.2510709332280023,22380.75,26170.001070933227,True
P0109,PK05,2,5,37,2,0.34425208333333335,58.6514,428832.0,120609.0,269.7527096330399,1080656.64,1630367.3927096329,False
P0110,PK04,10,21,26,10,0.4547049441786283,9.714,2914.7999999999997,2082.0,25.001163008639995,2741.3694,7763.17056300864,False
P0111,PK03,12,16,48,12,0.7110714285714287,10.068000000000001,1558.68,3016.7999999999997,102.5887952111399,3547.7568000000006,8225.825595211141,True
P0112,PK05,5,8,193,5,0.5585833333333333,40.7625,41168.0,11578.5,192.2409848519999,103743.36,156682.10098485198,False
P0113,PK04,16,22,22,16,0.718341307814992,17.723200000000002,2029.9999999999998,1450.0,4.5389155172399995,1909.2150000000001,5393.75391551724,False
P0114,PK05,3,4,32,3,0.7446375000000001,84.5856,93136.0,26194.5,88.16305938227997,234702.72,354121.38305938226,False
P0115,PK04,1,1,3,0,0.9367942583732056,8.6288,24379.6,17414.0,25.178675103503995,22929.0138,64747.7924751035,False
P0116,PK03,3,5,5,3,0.5884375000000001,17.8197,8191.44,15854.4,38.70940330605596,18644.774400000002,42729.323803306055,True
P0117,PK03,2,5,23,2,0.3984821428571429,5.211,9380.6,18156.0,39.45839411026797,21351.456000000002,48927.51439411027,True
P0118,PK02,16,30,17,24,0.5289583333333334,34.6816,1516.1363636363637,2668.3999999999996,67.17934670832004,3073.9968,7325.712510344683,True
P0119,PK01,3,5,11,3,0.5620454545454545,6.306,3885.712727272727,8023.400000000001,94.86415861977608,4043.7936,16047.770485892504,True
P0120,PK01,1,1,4,0,0.6746590909090909,6.156,13728.381818181819,28347.000000000004,10.352637144720006,14286.887999999999,56372.62245532655,True
P0121,PK05,16,28,62,16,0.55715,189.752,11584.0,3258.0,569.1421813165197,29191.68,44602.82218131652,False
P0122,PK03,20,35,43,20,0.5583333333333333,16.634,6869.6,13296.0,58.116849775739944,15636.096000000003,35859.81284977574,True
P0123,PK02,8,13,11,8,0.5990625,27.456,2184.318181818182,3844.3999999999996,8.592077594430007,4428.7488,10466.059059412613,True
P0124,PK03,3,5,22,3,0.5008035714285715,6.7608,9593.88,18568.8,10.751661360971989,21836.9088,50010.34046136097,True
P0125,PK03,36,57,51,36,0.6283928571428572,23.7312,220.72,427.2,0.8405817649739993,502.3872000000001,1151.1477817649743,True
P0126,PK04,1,2,5,0,0.43031897926634766,5.0443999999999996,42361.2,30258.0,102.08156831063997,39840.708600000005,112561.99016831063,False
P0127,PK03,1,1,4,0,0.7654910714285715,8.9267,37488.92,72559.2,58.35808842506994,85329.61920000002,195436.09728842508,True
P0128,PK03,3,7,6,3,0.3916071428571429,16.671,26838.56,51945.6,4.254442746119996,61088.02560000001,139876.4400427461,True
P0129,PK03,2,3,8,2,0.572202380952381,9.915600000000001,18778.56,36345.6,283.16069916277473,42742.42560000001,98149.7462991628,True
P0130,PK03,2,3,3,2,0.562202380952381,17.8432,9357.039999999999,18110.399999999998,15.204653595746985,21297.830400000003,48780.47505359574,True
P0131,PK04,1,1,2,0,0.9040669856459329,12.5106,393937.6,281384.0,619.4497284590399,370498.3128000001,1046439.362528459,False
P0132,PK01,1,1,5,0,0.9709848484848486,5.0836,16307.847272727273,33673.200000000004,34.55390699510403,16971.2928,66986.89397972237,True
P0133,PK03,3,7,19,3,0.41000000000000003,7.2777,19500.24,37742.4,146.97542299985983,44385.06240000001,101774.67782299987,True
P0134,PK05,4,7,33,4,0.546225,101.1304,51232.0,14409.0,27.136352926799987,129104.64,194772.77635292683,False
P0135,PK04,2,2,9,2,0.6867623604465709,5.9356,72094.4,51496.0,305.86075689542395,67804.7832,191701.04395689542,False
P0136,PK04,4,8,17,4,0.4938437001594896,6.3464,10550.4,7536.0,249.6968763854399,9922.651200000002,28258.74807638544,False
P0137,PK03,3,7,3,6,0.3961160714285715,26.492099999999997,1697.56,3285.6,46.45253605091396,3863.8656,8893.478136050915,True
P0138,PK03,1,1,4,0,0.5978869047619048,9.4433,18686.8,36168.0,44.649303500339954,42533.56800000001,97433.01730350034,True
P0139,PK05,4,7,107,4,0.5573791666666666,48.1468,315296.0,88677.0,216.2946955391999,794545.9199999999,1198735.214695539,False
P0140,PK03,1,2,12,0,0.4398065476190477,5.1121,61252.28,118552.79999999999,110.76671000618991,139418.0928,319333.93951000617,True
P0141,PK03,1,1,1,0,0.9983184523809524,20.1466,18753.76,36297.6,58.719987500327946,42685.977600000006,97796.05758750033,True
P0142,PK06,16,30,173,16,0.517264281810921,178.1712,5799.492857142856,3976.5,5.408152323840004,57790.29375,67571.6947594667,True
P0143,PK04,2,5,14,2,0.370749601275917,4.115,6403.599999999999,4574.0,13.222652248511995,6022.585800000001,17013.40845224851,False
P0144,PK04,2,5,9,2,0.3958851674641148,5.886,42389.2,30278.0,630.7134313708799,39867.0426,113164.95603137088,False
P0145,PK03,3,7,14,3,0.3908035714285715,8.889299999999999,26428.12,51151.2,69.58186371725392,60153.81120000001,137802.71306371727,True
P0146,PK04,3,4,7,3,0.7496172248803827,10.7645,3844.3999999999996,2746.0,41.67222642201598,3615.6582000000003,10247.730426422015,False
P0147,PK03,3,4,8,3,0.6362946428571429,13.788,2648.64,5126.4,5.129482837247996,6028.6464000000005,13808.815882837249,True
P0148,PK06,4,8,46,4,0.49543486485350374,172.304,11582.942857142856,7942.0,1.073851614864001,115420.72499999999,134946.74170875773,True
P0149,PK03,3,6,8,3,0.4972767857142858,13.5855,6233.48,12064.8,81.38111232887992,14188.204800000001,32567.86591232888,True
P0150,PK04,6,13,14,6,0.44344497607655503,10.4954,2696.3999999999996,1926.0,49.132339225199985,2535.9642000000003,7207.4965392252,False
P0151,PK03,3,7,10,3,0.41383928571428574,11.576699999999999,14419.96,27909.6,30.175416959687976,32821.689600000005,75181.42501695969,True
P0152,PK04,36,49,145,36,0.7268899521531099,6.722,5972.4,4266.0,421.2014652537119,5617.0422,16276.643665253712,False
P0153,PK01,2,2,8,2,0.7174242424242424,5.8229999999999995,8053.770909090909,16629.800000000003,42.95292948777603,8381.4192,33107.94303857869,True
P0154,PK05,4,7,90,4,0.5421333333333334,52.636399999999995,34928.0,9823.5,34.95380480639999,88018.56,132805.0138048064,False
P0155,PK03,17,33,18,20,0.5056994047619048,29.7028,845.68,1636.8,85.96741716763192,1924.8768000000002,4493.324217167632,True
P0156,PK03,3,8,14,3,0.36678571428571427,8.934899999999999,10624.32,20563.2,1445.5371323483985,24182.323200000003,56815.3803323484,True
P0157,PK03,24,36,42,24,0.6628571428571429,19.727999999999998,781.2,1512.0,45.32420720645995,1778.1120000000003,4116.63620720646,True
P0158,PK03,30,47,33,30,0.6285714285714286,29.387999999999998,3686.52,7135.2,261.34210212767977,8390.995200000001,19474.057302127683,True
P0159,PK03,3,7,20,3,0.42700892857142864,7.1895,3102.48,6004.8,5.154600374783995,7061.644800000001,16174.079400374785,True
P0160,PK03,1,1,6,0,0.5617559523809524,7.0559,12257.4,23724.0,78.47915789006993,27899.424000000003,63959.30315789007,True
P0161,PK04,2,6,16,2,0.3008612440191387,3.6982,30685.199999999997,21918.0,68.05133818559999,28859.430600000003,81530.6819381856,False
P0162,PK01,1,1,11,0,0.8834848484848485,3.3869,6801.861818181818,14044.800000000001,43.52439133324803,7078.5792,27968.76540951507,True
P0163,PK02,1,1,5,0,0.9077213541666667,10.0302,24046.59090909091,42322.0,104.27270478300008,48754.943999999996,115227.8076138739,True
P0164,PK03,2,7,24,2,0.2636904761904762,5.195,69607.4,134724.0,184.07472452648983,158435.42400000003,362950.8987245265,True
P0165,PK03,1,2,4,0,0.48711309523809526,9.184000000000001,62504.68,120976.79999999999,22.059609260345976,142268.71680000002,325772.2564092604,True
P0166,PK02,2,2,7,2,0.8857552083333334,12.477,17511.136363636364,30819.6,26.559002367720023,35504.1792,83861.4745660041,True
P0167,PK05,40,58,62,40,0.6848333333333334,442.564,12128.0,3411.0,157.02215890283992,30562.559999999998,46258.582158902835,False
P0168,PK03,24,57,78,24,0.4182142857142857,11.867999999999999,1556.2,3012.0,84.4344704756699,3542.1120000000005,8194.746470475671,True
P0169,PK03,1,1,1,0,0.9330803571428571,18.634900000000002,84514.68,163576.8,37.587304829969966,192366.31680000003,440495.38410483,True
P0170,PK06,10,21,93,10,0.4657667409306822,190.939,12120.37857142857,8310.5,27.607379347800023,120776.11875,141234.60470077637,True
P0171,PK02,3,8,19,3,0.36906250000000007,8.7487,15999.772727272728,28159.6,219.32939542995018,32439.859199999995,76818.56132270266,True
P0172,PK04,2,2,6,2,0.760127591706539,8.475200000000001,13885.199999999999,9918.0,288.01953096335995,13059.0306,37150.25013096335,False
P0173,PK03,1,1,5,0,0.5916369047619048,8.2064,13666.039999999999,26450.399999999998,4.488777365309995,31105.670400000003,71226.59917736532,True
P0174,PK03,2,3,11,2,0.6254166666666667,7.9466,56715.12,109771.2,959.7370858004151,129090.93120000002,296536.98828580044,True
P0175,PK06,12,22,62,12,0.524870738576653,266.5376,20294.214285714283,13915.0,16.112124090144018,202226.0625,236451.38890980443,True
P0176,PK01,2,2,3,2,0.7476515151515151,12.2942,5269.738181818182,10881.2,3.9662615001600035,5484.1248,21639.029243318346,True
P0177,PK02,3,4,6,3,0.7136718750000001,19.8448,8412.727272727274,14806.4,352.14097874508025,17056.9728,40628.24105147236,True
P0178,PK03,3,7,11,3,0.3872321428571428,10.7988,2388.24,4622.4,26.099812944575977,5435.942400000001,12472.682212944575,True
P0179,PK02,16,21,41,16,0.7560416666666667,17.017599999999998,1508.1818181818182,2654.3999999999996,52.37970340824005,3057.8687999999997,7272.830321590058,True
P0180,PK06,28,49,82,28,0.568277355080079,400.65639999999996,3136.378571428571,2150.5,127.55506266162011,31253.118749999998,36667.55238409019,True
P0181,PK04,3,6,9,3,0.48186602870813394,8.344100000000001,87301.2,62358.0,41.018184966383984,82106.7786,231806.99678496638,False
P0182,PK02,30,41,64,30,0.719921875,19.714,3215.227272727273,5658.799999999999,15.548402142000013,6518.937599999999,15408.513274869272,True
P0183,PK04,16,24,25,16,0.6593939393939393,15.894400000000001,2654.3999999999996,1896.0,27.73374398229599,2496.4632,7074.596943982296,False
P0184,PK03,1,2,15,0,0.3933928571428572,4.6911000000000005,117296.56,227025.6,27.951882247295977,266982.10560000007,611332.2174822474,True
P0185,PK02,18,45,20,36,0.39281250000000006,34.4662,202.04545454545456,355.59999999999997,12.99425062320001,409.65119999999996,980.2909051686545,True
P0186,PK06,18,40,96,18,0.43952036655597126,262.823,31909.242857142854,21879.0,342.8442865086123,317966.51249999995,372097.59964365145,True
P0187,PK03,1,1,6,0,0.6525744047619049,7.4776,37450.48,72484.8,71.66137992047993,85242.1248,195249.0661799205,True
P0188,PK02,8,17,28,8,0.45000000000000007,13.394400000000001,3000.4545454545455,5280.799999999999,527.1138302091305,6083.4816,14891.849975663676,True
P0189,PK02,10,19,17,10,0.512109375,23.325,12934.09090909091,22764.0,2182.2486897690014,26224.127999999997,64104.46759885991,True
P0190,PK05,4,9,20,4,0.41511666666666663,148.7208,199456.0,56097.0,322.5762036691198,502629.11999999994,758504.696203669,False
P0191,PK04,4,8,7,4,0.4780223285486443,14.3932,2898.0,2070.0,78.77433798719998,2725.5690000000004,7772.3433379872,False
P0192,PK02,16,24,23,16,0.6558333333333334,27.119999999999997,9340.227272727274,16438.8,2456.3126579101217,18937.4976,47172.83753063739,True
P0193,PK04,2,6,36,2,0.3117065390749601,2.1315999999999997,63629.99999999999,45450.0,882.1658055490559,59844.015,169806.18080554905,False
P0194,PK04,8,15,73,8,0.5065390749601275,3.4024,22388.8,15992.0,52.415349784559986,21056.666400000002,59489.88174978457,False
P0195,PK03,1,1,9,0,0.7002232142857143,5.871700000000001,18700.44,36194.4,4.606298865629996,42564.614400000006,97464.06069886565,True
P0196,PK02,20,35,26,20,0.5611979166666667,29.814,14007.954545454546,24654.0,91.92984224400008,28401.407999999996,67155.29238769854,True
P0197,PK02,8,14,21,8,0.5628125,16.424,4629.545454545455,8147.999999999999,39.861446829120034,9386.496,22203.902901374575,True
P0198,PK02,3,8,13,3,0.34203125,10.907200000000001,34640.45454545455,60967.2,135.81149277600014,70234.2144,165977.68043823054,True
P0199,PK03,3,5,7,3,0.5863839285714286,14.474999999999998,9595.12,18571.2,33.79977834760797,21839.731200000006,50039.85097834761,True
P0200,PK03,1,1,4,0,0.6570089285714287,8.9815,15875.72,30727.199999999997,17.462248555499983,36135.18720000001,82755.5694485555,True
P0201,PK03,3,7,11,3,0.41325892857142854,10.3446,18082.92,34999.2,1242.1983053343765,41159.0592,95483.37750533437,True
P0202,PK02,16,25,22,16,0.636875,28.406399999999998,5375.681818181819,9461.199999999999,602.5968379714506,10899.302399999999,26338.781056153264,True
P0203,PK06,10,21,45,10,0.46365442011013497,292.326,55468.178571428565,38032.5,25.41337619277602,552724.59375,646250.6856976213,True
