part_id,packaging_id,containers_per_day,loop_days,required_fleet,container_asset_eur
P0056,PK01,27.52876712328767,9.14,278,33360.0
P0057,PK03,190.95479452054795,3.38,712,106800.0
P0060,PK02,26.81095890410959,8.4,249,46065.0
P0061,PK03,62.75159817351598,4.359999999999999,302,45300.0
P0062,PK02,0.6904109589041095,2.7,3,555.0
P0063,PK06,53.91849315068493,9.64,573,716250.0
P0065,PK03,13.79178082191781,6.74,103,15450.0
P0066,PK03,2.6702054794520547,8.66,26,3900.0
P0070,PK02,7.511643835616439,9.9,82,15170.0
P0071,PK06,1.4678082191780824,4.359999999999999,8,10000.0
P0072,PK03,18.07123287671233,7.48,149,22350.0
P0074,PK02,6.896803652968036,3.06,24,4440.0
P0075,PK02,27.521461187214612,9.64,293,54205.0
P0076,PK03,2.0708219178082192,8.66,20,3000.0
P0077,PK03,11.715981735159817,9.9,128,19200.0
P0078,PK02,5.269406392694064,9.9,58,10730.0
P0079,PK06,69.98630136986301,8.32,642,802500.0
P0080,PK03,58.34337899543379,2.6799999999999997,173,25950.0
P0081,PK03,35.01735159817351,7.48,289,43350.0
P0082,PK02,10.362328767123287,9.64,111,20535.0
P0083,PK01,37.50958904109589,3.08,128,15360.0
P0084,PK02,35.175342465753424,5.04,196,36260.0
P0085,PK03,0.17059464508094646,3.14,1,150.0
P0087,PK02,5.167979452054794,8.66,50,9250.0
P0088,PK03,6.781506849315068,2.52,19,2850.0
P0089,PK06,4.611111111111111,7.9,41,51250.0
P0090,PK02,5.1722602739726025,4.359999999999999,25,4625.0
P0091,PK02,20.741780821917807,4.279999999999999,98,18130.0
P0093,PK03,41.45205479452055,2.7,124,18600.0
P0094,PK03,82.83835616438355,2.7,247,37050.0
P0095,PK03,60.038356164383565,9.32,617,92550.0
P0097,PK03,6.391359325605901,4.88,35,5250.0
P0098,PK02,13.778995433789953,6.74,103,19055.0
P0100,PK06,6.515068493150685,4.359999999999999,32,40000.0
P0102,PK06,1.0967465753424657,8.16,10,12500.0
P0103,PK03,17.606849315068494,4.88,95,14250.0
P0104,PK03,20.64109589041096,7.98,182,27300.0
P0105,PK03,174.4191780821918,7.98,1534,230100.0
P0107,PK02,35.03219178082192,5.02,194,35890.0
P0108,PK06,0.7654640169785839,9.9,9,11250.0
P0111,PK03,3.442694063926941,5.58,22,3300.0
P0116,PK03,18.0986301369863,5.34,107,16050.0
P0117,PK03,20.724657534246575,4.359999999999999,100,15000.0
P0118,PK02,2.609417808219178,9.9,29,5365.0
P0119,PK01,9.991780821917809,4.84,54,6480.0
P0120,PK01,35.3013698630137,5.7,222,26640.0
P0122,PK03,15.177260273972603,5.58,94,14100.0
P0123,PK02,3.7592465753424658,9.14,38,7030.0
P0124,PK03,21.197260273972603,4.46,105,15750.0
P0125,PK03,0.486986301369863,9.64,6,900.0
P0127,PK03,82.83013698630137,2.52,230,34500.0
P0128,PK03,59.297716894977164,9.92,649,97350.0
P0129,PK03,41.489041095890414,3.68,169,25350.0
P0130,PK03,20.672602739726027,5.04,115,17250.0
P0132,PK01,41.93424657534246,8.16,377,45240.0
P0133,PK03,43.08401826484018,3.06,146,21900.0
P0137,PK03,3.7506849315068496,8.780000000000001,37,5550.0
P0138,PK03,41.28767123287671,5.08,232,34800.0
P0140,PK03,135.33424657534246,6.74,1005,150750.0
P0141,PK03,41.43561643835616,5.58,255,38250.0
P0142,PK06,1.9797945205479452,3.08,7,8750.0
P0145,PK03,58.39086757990867,9.9,637,95550.0
P0147,PK03,5.850228310502284,9.14,59,8850.0
P0148,PK06,3.9547945205479453,2.52,11,13750.0
P0149,PK03,13.771689497716894,8.66,132,19800.0
P0151,PK03,31.859360730593608,9.14,321,48150.0
P0153,PK01,20.70958904109589,5.94,136,16320.0
P0155,PK03,1.86607574536664,9.92,21,3150.0
P0156,PK03,23.472146118721458,6.74,175,26250.0
P0157,PK03,1.7244292237442922,4.88,10,1500.0
P0158,PK03,8.142831050228311,4.279999999999999,39,5850.0
P0159,PK03,6.85296803652968,8.32,63,9450.0
P0160,PK03,27.08219178082192,6.32,189,28350.0
P0162,PK01,17.49041095890411,9.32,180,21600.0
P0163,PK02,41.41095890410959,4.84,221,40885.0
P0164,PK03,153.7945205479452,3.44,583,87450.0
P0165,PK03,138.1013698630137,5.04,767,115050.0
P0166,PK02,30.154794520547945,8.32,277,51245.0
P0168,PK03,3.438013698630137,8.780000000000001,34,5100.0
P0169,PK03,186.73150684931508,9.32,1918,287700.0
P0170,PK06,4.13945205479452,2.6799999999999997,13,16250.0
P0171,PK02,27.553424657534247,8.32,253,46805.0
P0173,PK03,30.194520547945206,8.32,277,41550.0
P0174,PK03,125.30958904109589,7.48,1033,154950.0
P0175,PK06,6.92945205479452,9.14,70,87500.0
P0176,PK01,13.550684931506849,6.78,102,12240.0
P0177,PK02,14.48675799086758,9.9,158,29230.0
P0178,PK03,5.274885844748859,9.64,57,8550.0
P0179,PK02,2.59486301369863,5.58,16,2960.0
P0180,PK06,1.0709393346379648,2.6799999999999997,4,5000.0
P0182,PK02,5.535616438356164,4.84,30,5550.0
P0184,PK03,259.1616438356164,9.92,2833,424950.0
P0185,PK02,0.3465753424657534,7.72,3,555.0
P0186,PK06,10.898477929984779,8.66,104,130000.0
P0187,PK03,82.74520547945205,8.52,777,116550.0
P0188,PK02,5.166780821917809,3.08,18,3330.0
P0189,PK02,22.27260273972603,4.359999999999999,107,19795.0
P0192,PK02,16.082705479452056,9.14,162,29970.0
P0195,PK03,41.31780821917808,8.16,372,55800.0
P0196,PK02,24.123287671232877,7.98,213,39405.0
P0197,PK02,7.970547945205479,9.92,88,16280.0
P0198,PK02,59.654794520547945,6.74,443,81955.0
P0199,PK03,21.2,3.14,74,11100.0
P0200,PK03,35.07671232876712,9.92,384,57600.0
P0201,PK03,39.95342465753425,5.58,246,36900.0
P0202,PK02,9.256678082191781,9.62,99,18315.0
P0203,PK06,18.944383561643836,8.16,171,213750.0
P0204,PK03,26.435616438356163,2.6799999999999997,79,11850.0
P0205,PK02,32.165068493150685,7.9,280,51800.0
P0206,PK03,30.054794520547944,5.72,190,28500.0
P0207,PK01,77.81187214611872,8.16,700,84000.0
P0208,PK06,1.7601217656012176,4.46,9,11250.0
P0210,PK03,14.983561643835616,3.62,60,9000.0
P0211,PK03,6.234246575342466,5.58,39,5850.0
P0212,PK02,2.1982876712328765,5.02,13,2405.0
P0213,PK03,82.6054794520548,4.88,445,66750.0
P0216,PK02,1.5806849315068494,4.04,8,1480.0
P0218,PK02,4.147945205479452,8.32,39,7215.0
P0219,PK03,6.902739726027398,6.32,49,7350.0
P0220,PK02,43.67322540473226,7.48,360,66600.0
P0221,PK03,54.74486301369863,2.6799999999999997,162,24300.0
P0222,PK02,10.362328767123287,6.74,77,14245.0
P0223,PK03,7.142465753424657,9.92,79,11850.0
P0224,PK03,21.128082191780823,4.84,113,16950.0
P0226,PK03,1.0356164383561643,9.14,11,1650.0
P0227,PK03,36.87488584474886,2.52,103,15450.0
P0228,PK03,27.705936073059362,9.92,303,45450.0
P0229,PK03,9.057534246575342,6.26,63,9450.0
P0230,PK06,0.8811263318112633,3.06,3,3750.0
P0231,PK02,2.7145205479452055,3.68,12,2220.0
P0232,PK03,11.690867579908677,4.04,53,7950.0
P0234,PK03,1.3368537339814406,2.7,4,600.0
P0237,PK03,10.070319634703196,5.94,66,9900.0
P0238,PK03,18.165296803652968,9.9,199,29850.0
P0239,PK03,7.114383561643836,4.279999999999999,34,5100.0
P0240,PK06,3.753767123287671,7.98,34,42500.0
P0242,PK01,129.55616438356165,9.14,1305,156600.0
P0245,PK03,31.016438356164382,5.72,196,29400.0
P0246,PK03,0.6881080007941235,8.16,7,1050.0
P0248,PK02,192.77260273972604,8.719999999999999,1852,342620.0
P0249,PK03,3.189954337899543,2.7,10,1500.0
P0251,PK03,82.79178082191781,7.48,683,102450.0
P0252,PK06,5.677397260273972,9.64,61,76250.0
P0254,PK02,13.793607305936073,2.6799999999999997,41,7585.0
P0255,PK02,41.35616438356164,9.92,452,83620.0
P0258,PK01,20.009132420091323,4.359999999999999,97,11640.0
P0259,PK03,310.44657534246574,9.64,3297,494550.0
P0261,PK03,236.35890410958905,9.64,2511,376650.0
P0263,PK02,6.760958904109589,6.32,48,8880.0
P0264,PK03,8.312198303979127,7.12,66,9900.0
P0265,PK02,4.395034246575342,5.72,28,5180.0
P0266,PK03,1.2989852866565197,8.780000000000001,13,1950.0
P0269,PK03,19.317123287671233,9.14,195,29250.0
P0270,PK03,4.1461643835616435,4.46,21,3150.0
P0271,PK03,167.9808219178082,9.14,1692,253800.0
P0272,PK02,13.767579908675799,8.16,124,22940.0
P0273,PK03,20.726027397260275,2.52,58,8700.0
P0274,PK03,82.57808219178082,5.72,521,78150.0
P0276,PK02,15.006849315068493,9.14,152,28120.0
P0277,PK03,10.043835616438356,4.4,49,7350.0
P0279,PK06,7.296986301369863,5.58,45,56250.0
P0280,PK06,36.86780821917808,8.780000000000001,357,446250.0
P0282,PK03,41.367123287671234,4.359999999999999,199,29850.0
P0284,PK03,17.575342465753426,2.6799999999999997,52,7800.0
P0285,PK01,42.83561643835616,6.78,320,38400.0
P0286,PK02,4.131232876712329,9.14,42,7770.0
P0287,PK01,13.550684931506849,3.8,57,6840.0
P0289,PK03,15.873972602739727,3.38,60,9000.0
P0290,PK03,80.8283105022831,5.94,529,79350.0
P0291,PK02,10.307876712328767,5.08,58,10730.0
P0292,PK01,138.9945205479452,4.46,683,81960.0
P0293,PK03,12.578183663115169,3.38,47,7050.0
P0294,PK03,20.5972602739726,3.62,83,12450.0
P0295,PK03,5.922504892367906,7.72,51,7650.0
P0296,PK03,9.050228310502282,4.279999999999999,43,6450.0
P0297,PK02,2.0767123287671234,7.72,18,3330.0
P0298,PK03,5.01324200913242,3.38,19,2850.0
P0299,PK02,7.975342465753425,9.14,81,14985.0
P0300,PK02,4.140547945205479,5.94,28,5180.0
P0301,PK03,29.656164383561645,3.06,100,15000.0
P0302,PK03,41.42328767123288,8.32,380,57000.0
P0303,PK06,1.7218036529680365,9.92,19,23750.0
P0304,PK03,0.9378365611714691,4.359999999999999,5,750.0
P0310,PK03,2.924200913242009,5.94,20,3000.0
P0311,PK06,16.576198630136986,5.54,102,127500.0
P0312,PK03,533.8109589041096,6.32,3717,557550.0
P0313,PK02,0.4863013698630137,4.04,3,555.0
P0314,PK06,3.9115068493150686,3.62,16,20000.0
P0315,PK01,416.2821917808219,5.54,2541,304920.0
P0317,PK06,8.310958904109588,9.14,84,105000.0
P0318,PK03,10.04840182648402,9.14,102,15300.0
P0319,PK03,74.74246575342465,5.58,460,69000.0
P0320,PK03,15.816438356164383,8.66,151,22650.0
P0321,PK02,8.266849315068495,5.08,47,8695.0
P0324,PK06,1.7216894977168948,5.08,10,12500.0
P0325,PK03,13.810045662100457,9.14,140,21000.0
P0326,PK03,10.065753424657535,3.8,43,6450.0
P0327,PK03,32.06940639269406,5.72,203,30450.0
P0329,PK01,38.443835616438356,3.38,144,17280.0
P0330,PK03,30.13150684931507,5.08,169,25350.0
P0332,PK03,22.33881278538813,6.32,156,23400.0
P0333,PK03,396.3424657534247,5.72,2498,374700.0
P0334,PK03,31.832876712328765,7.48,263,39450.0
P0335,PK03,156.62739726027397,4.46,770,115500.0
P0336,PK02,13.801826484018264,9.14,139,25715.0
P0337,PK03,277.6068493150685,4.46,1364,204600.0
P0338,PK06,1.8725404732254047,3.62,8,10000.0
P0339,PK06,0.5661529680365297,4.18,3,3750.0
P0340,PK03,21.901712328767122,9.14,221,33150.0
P0341,PK03,30.522260273972602,4.04,136,20400.0
P0342,PK03,19.144292237442922,8.32,176,26400.0
P0343,PK01,63.602739726027394,4.18,293,35160.0
P0345,PK03,41.3986301369863,9.62,439,65850.0
P0347,PK01,23.19417808219178,3.08,79,9480.0
P0348,PK03,82.73698630136987,4.18,381,57150.0
P0351,PK02,4.7835616438356166,4.04,22,4070.0
P0352,PK06,1.3558904109589043,8.16,13,16250.0
P0353,PK03,20.623287671232877,4.279999999999999,98,14700.0
P0354,PK03,6.820091324200913,8.16,62,9300.0
P0356,PK02,8.287945205479453,4.04,37,6845.0
P0357,PK03,13.807762557077625,8.66,132,19800.0
P0359,PK02,1.7052511415525116,3.8,8,1480.0
P0360,PK01,10.263013698630138,8.4,95,11400.0
P0361,PK03,11.779908675799087,4.88,64,9600.0
P0362,PK06,0.9497716894977168,3.08,4,5000.0
P0363,PK03,26.359360730593608,8.32,242,36300.0
P0364,PK03,18.465753424657535,6.74,138,20700.0
P0366,PK02,162.03698630136986,9.32,1664,307840.0
P0367,PK03,20.72876712328767,4.88,112,16800.0
P0368,PK03,41.53150684931507,5.08,233,34950.0
P0369,PK06,1.6077625570776257,6.88,13,16250.0
P0370,PK03,13.743835616438357,4.46,68,10200.0
P0371,PK03,5.96027397260274,3.62,24,3600.0
P0372,PK06,1.1482496194824963,4.359999999999999,6,7500.0
P0373,PK02,43.023972602739725,7.48,355,65675.0
P0374,PK02,2.0735616438356166,7.9,19,3515.0
P0376,PK03,27.536986301369865,4.04,123,18450.0
P0377,PK03,26.889041095890413,5.62,167,25050.0
P0378,PK03,60.08401826484018,4.04,268,40200.0
P0379,PK02,13.812785388127855,8.52,130,24050.0
P0380,PK01,9.027397260273974,5.08,51,6120.0
P0381,PK03,10.607610350076104,4.4,52,7800.0
P0382,PK03,28.946118721461186,8.16,261,39150.0
P0383,PK02,7.0517808219178075,3.8,30,5550.0
P0384,PK02,8.048767123287671,5.72,51,9435.0
P0386,PK03,31.720547945205478,5.08,178,26700.0
P0388,PK03,124.03287671232877,3.38,462,69300.0
P0389,PK02,1.883063511830635,5.58,12,2220.0
P0390,PK02,8.285479452054794,3.68,34,6290.0
P0393,PK03,500.986301369863,2.52,1391,208650.0
P0394,PK01,35.15890410958904,5.58,217,26040.0
P0395,PK02,19.02922374429224,5.58,117,21645.0
P0396,PK03,29.975342465753425,6.32,209,31350.0
P0397,PK03,13.610958904109589,4.84,73,10950.0
P0398,PK03,4.154109589041096,4.46,21,3150.0
P0399,PK02,10.327739726027398,5.94,68,12580.0
P0400,PK03,5.189041095890411,7.9,46,6900.0
P0403,PK06,7.478082191780822,9.62,80,100000.0
P0405,PK03,82.93698630136986,9.14,836,125400.0
P0406,PK02,9.485844748858447,9.64,101,18685.0
P0408,PK01,41.465753424657535,2.6799999999999997,123,14760.0
P0409,PK02,0.6142262810755962,3.04,3,555.0
P0411,PK03,7.194785682722051,9.92,79,11850.0
P0412,PK01,17.5013698630137,9.14,177,21240.0
P0414,PK03,7.567123287671233,9.64,81,12150.0
P0415,PK03,70.2958904109589,8.66,671,100650.0
P0416,PK03,31.654794520547945,5.7,199,29850.0
P0417,PK03,109.55479452054794,8.32,1005,150750.0
P0418,PK02,13.173059360730592,6.88,100,18500.0
P0419,PK03,152.76712328767124,4.88,822,123300.0
P0420,PK02,15.056849315068494,8.780000000000001,146,27010.0
P0421,PK02,10.168188736681888,3.08,35,6475.0
P0422,PK03,9.602739726027398,3.14,34,5100.0
P0423,PK02,2.0703196347031962,5.58,13,2405.0
P0424,PK02,40.4,8.66,386,71410.0
P0425,PK03,13.790867579908676,6.32,97,14550.0
P0426,PK06,2.5881849315068495,8.32,24,30000.0
P0427,PK06,12.311154598825832,8.32,113,141250.0
P0430,PK02,10.398630136986302,6.78,78,14430.0
P0431,PK03,82.53150684931506,8.32,757,113550.0
P0434,PK06,42.081963470319636,5.54,257,321250.0
P0437,PK02,6.87716894977169,4.04,31,5735.0
P0438,PK03,35.16164383561644,5.08,197,29550.0
P0439,PK03,54.06027397260274,8.52,508,76200.0
P0441,PK02,20.010045662100456,2.52,56,10360.0
P0442,PK03,82.84657534246575,8.32,760,114000.0
P0444,PK03,17.5972602739726,3.08,60,9000.0
P0445,PK03,31.64840182648402,5.58,195,29250.0
P0447,PK03,63.56438356164384,5.02,352,52800.0
P0448,PK06,3.4429223744292234,4.46,17,21250.0
P0450,PK03,36.01643835616438,6.32,251,37650.0
P0451,PK03,4.257077625570776,7.9,38,5700.0
P0452,PK03,27.660273972602738,2.7,83,12450.0
P0453,PK02,8.292876712328766,9.62,88,16280.0
P0454,PK02,0.7512617159336697,8.16,7,1295.0
P0455,PK03,97.65205479452055,3.14,338,50700.0
P0456,PK03,334.8794520547945,5.94,2192,328800.0
P0457,PK06,2.9199608610567513,8.32,27,33750.0
P0458,PK06,7.470547945205479,4.359999999999999,36,45000.0
P0459,PK02,20.713698630136985,7.98,183,33855.0
P0461,PK03,27.601826484018265,4.359999999999999,133,19950.0
P0463,PK03,17.645205479452056,8.32,162,24300.0
P0465,PK03,82.84383561643835,3.06,280,42000.0
P0467,PK03,82.6,8.52,776,116400.0
P0468,PK03,48.272602739726025,5.04,269,40350.0
P0469,PK02,41.93972602739726,3.62,168,31080.0
P0470,PK03,180.0904109589041,7.48,1485,222750.0
P0471,PK03,1.6660143509458578,5.58,11,1650.0
P0472,PK01,15.810958904109588,3.38,59,7080.0
P0473,PK02,10.78054794520548,5.58,67,12395.0
P0475,PK02,7.414520547945206,9.14,75,13875.0
P0477,PK01,41.37260273972603,3.04,139,16680.0
P0478,PK06,0.6558219178082192,9.64,7,8750.0
P0479,PK03,20.682191780821917,6.94,159,23850.0
P0481,PK01,63.173515981735164,3.8,265,31800.0
P0482,PK03,23.81917808219178,8.16,215,32250.0
P0484,PK03,51.118721461187214,4.84,273,40950.0
P0485,PK06,2.301369863013699,8.0,21,26250.0
P0486,PK01,233.63561643835615,5.08,1308,156960.0
P0487,PK03,73.91780821917808,4.46,364,54600.0
P0488,PK03,20.12054794520548,9.14,203,30450.0
P0492,PK02,7.95738203957382,5.08,45,8325.0
P0493,PK03,68.6013698630137,4.46,338,50700.0
P0494,PK01,131.33150684931508,9.14,1323,158760.0
P0496,PK02,34.363013698630134,2.52,96,17760.0
P0497,PK03,10.623287671232877,3.04,36,5400.0
P0498,PK03,10.337157534246575,6.78,78,11700.0
P0499,PK01,110.71232876712328,9.14,1115,133800.0
P0500,PK03,17.53698630136986,4.359999999999999,85,12750.0
P0501,PK06,1.5123795027904618,4.4,8,10000.0
P0502,PK03,13.786301369863013,5.7,87,13050.0
P0503,PK02,27.75525114155251,2.7,83,15355.0
P0504,PK03,13.800913242009132,9.14,139,20850.0
P0505,PK01,289.0821917808219,5.04,1606,192720.0
P0506,PK03,10.342123287671233,5.08,58,8700.0
P0507,PK02,52.10319634703197,4.88,281,51985.0
P0508,PK06,1.5852054794520547,9.32,17,21250.0
P0509,PK03,6.961643835616439,3.14,25,3750.0
P0510,PK03,27.55068493150685,4.4,134,20100.0
P0511,PK03,50.35342465753425,9.14,508,76200.0
P0512,PK01,54.487671232876714,4.04,243,29160.0
P0514,PK03,27.560730593607307,2.6799999999999997,82,12300.0
P0515,PK06,6.240068493150685,2.7,19,23750.0
P0517,PK01,35.172602739726024,9.14,355,42600.0
P0518,PK03,105.47671232876712,5.04,586,87900.0
P0521,PK01,85.05753424657534,6.94,651,78120.0
P0524,PK03,0.5799847792998478,3.62,3,450.0
P0525,PK03,25.594520547945205,2.52,72,10800.0
P0526,PK03,20.6,4.359999999999999,99,14850.0
P0527,PK03,82.7013698630137,3.06,279,41850.0
P0528,PK03,30.106849315068494,8.16,271,40650.0
P0529,PK06,5.425925925925926,8.32,50,62500.0
P0530,PK06,8.24931506849315,9.14,84,105000.0
P0531,PK01,76.1972602739726,5.34,449,53880.0
P0532,PK03,50.17876712328767,4.84,268,40200.0
P0533,PK03,7.536986301369862,6.74,56,8400.0
P0535,PK01,67.9013698630137,4.359999999999999,327,39240.0
P0536,PK01,41.49589041095891,9.14,418,50160.0
P0537,PK03,80.6027397260274,4.46,397,59550.0
P0538,PK03,8.808219178082192,4.46,44,6600.0
P0539,PK03,24.6986301369863,7.48,204,30600.0
P0540,PK02,10.344520547945205,8.719999999999999,100,18500.0
P0541,PK01,199.47671232876712,9.14,2009,241080.0
P0542,PK03,3.9771689497716896,5.58,25,3750.0
P0543,PK03,27.106849315068494,7.98,239,35850.0
P0544,PK03,145.53698630136986,8.16,1309,196350.0
P0546,PK02,61.83744292237443,9.92,676,125060.0
P0547,PK03,21.961301369863012,9.14,222,33300.0
P0550,PK02,42.536986301369865,4.04,190,35150.0
P0551,PK03,80.80639269406393,4.84,431,64650.0
P0552,PK03,70.00821917808219,9.14,705,105750.0
P0553,PK03,20.63972602739726,4.4,101,15150.0
P0554,PK03,41.33287671232877,3.14,143,21450.0
P0555,PK06,16.547671232876713,5.62,103,128750.0
P0556,PK03,245.41643835616438,5.62,1520,228000.0
P0557,PK01,20.915068493150685,2.52,59,7080.0
P0558,PK03,63.821917808219176,2.7,190,28500.0
P0559,PK02,110.8958904109589,4.359999999999999,533,98605.0
P0560,PK06,2.2617960426179606,4.84,13,16250.0
P0561,PK03,126.79452054794521,9.92,1386,207900.0
P0562,PK03,41.51780821917808,7.72,354,53100.0
P0563,PK06,1.0356849315068493,2.7,4,5000.0
P0564,PK03,49.21095890410959,9.32,506,75900.0
P0565,PK03,15.816438356164383,9.14,160,24000.0
P0566,PK03,7.95296803652968,5.58,49,7350.0
P0567,PK03,95.21232876712328,4.279999999999999,449,67350.0
P0568,PK03,38.21369863013699,6.32,267,40050.0
P0569,PK02,66.40753424657534,2.6799999999999997,197,36445.0
P0570,PK03,10.336643835616439,5.08,58,8700.0
P0571,PK02,7.383013698630137,5.08,42,7770.0
P0574,PK02,55.78150684931507,9.64,593,109705.0
P0575,PK03,45.323287671232876,5.58,279,41850.0
P0576,PK03,13.782648401826485,5.08,78,11700.0
P0577,PK02,3.386986301369863,4.46,17,3145.0
P0579,PK03,159.51415525114155,2.52,443,66450.0
P0580,PK03,54.323287671232876,5.62,337,50550.0
P0582,PK03,27.084931506849315,7.72,231,34650.0
P0584,PK02,8.780479452054795,7.72,75,13875.0
P0585,PK02,75.66986301369863,6.74,562,103970.0
P0586,PK03,35.48584474885845,4.04,158,23700.0
P0588,PK02,27.981369863013697,6.74,208,38480.0
P0589,PK03,0.5309132420091324,4.04,3,450.0
P0590,PK03,20.705479452054796,4.4,101,15150.0
P0592,PK01,60.11232876712329,8.719999999999999,578,69360.0
P0594,PK02,13.824657534246576,4.279999999999999,66,12210.0
P0595,PK02,57.19634703196348,7.48,472,87320.0
P0596,PK03,20.735616438356164,2.52,58,8700.0
P0597,PK03,35.05068493150685,4.4,170,25500.0
P0598,PK03,13.782648401826485,8.780000000000001,134,20100.0
P0599,PK03,31.861643835616437,4.4,155,23250.0
