fill_rate,critical_fill_rate,stockout_events,critical_stockout_days,premium_freight_events,premium_freight_cost_eur,line_stop_events,line_stop_hours,line_stop_cost_eur,p95_shortage_duration_days,total_disruption_cost_eur,scenario,policy
0.9959733793978967,0.9994467026029762,3358,24,1484,907688.233925972,4,9.19768094364471,165558.25698560473,3.0,1073246.4909115767,demand10,Nominal joint
0.9964927087128262,0.9998563400027407,3380,28,1525,945707.7361635148,7,4.633720858075378,83406.9754453568,3.0,1029114.7116088716,demand10,Nominal joint
0.9968422024709133,0.9999244629018968,3050,22,1362,835530.9672848916,2,4.317139238071797,77708.50628529236,3.0,913239.473570184,demand10,Nominal joint
0.9959316409013299,0.9992703521161951,3889,29,1894,1167282.4808347907,6,8.334268364678001,150016.83056420402,3.0,1317299.3113989946,demand10,Nominal joint
0.9965255809269564,0.9999922723308988,3271,20,1510,953368.1705266148,1,0.5148853676381139,9267.93661748605,3.0,962636.1071441008,demand10,Nominal joint
0.9962485219547044,0.9995877182134653,3626,26,1690,1040041.2869320695,4,6.451390167143969,116125.02300859144,3.0,1156166.3099406608,demand10,Nominal joint
0.9967081137279129,1.0,3142,21,1428,896500.1026237619,0,0.0,0.0,3.0,896500.1026237619,demand10,Nominal joint
0.9962966390892927,0.9994885617525705,3430,16,1557,971991.6302033251,3,7.309686065527121,131574.34917948817,3.0,1103565.9793828132,demand10,Nominal joint
0.9967686532907344,0.9997882113144564,2997,25,1346,838391.4868978356,4,3.536227366880197,63652.09260384355,3.0,902043.5795016792,demand10,Nominal joint
0.9965844093073041,0.998388836306283,3131,25,1397,842124.6923697343,8,11.826649581930587,212879.69247475057,3.0,1055004.3848444847,demand10,Nominal joint
0.996714804255442,0.9995677619344132,2954,26,1282,810535.2287561022,4,6.639065573620861,119503.18032517549,3.0,930038.4090812777,demand10,Nominal joint
0.9952293789730365,0.9998439948553279,4413,30,2106,1299887.4272094334,5,3.751648674868919,67529.67614764054,3.0,1367417.1033570739,demand10,Nominal joint
0.9954257763110869,0.9994781877206741,4156,33,1938,1203092.2783945657,9,12.739644112333053,229313.5940219949,3.0,1432405.8724165605,demand10,Nominal joint
0.9960451177232186,0.9997470365975601,3391,25,1561,948308.9401339847,6,5.4103786874130115,97386.81637343421,3.0,1045695.7565074188,demand10,Nominal joint
0.9966529923225176,0.9998719173263055,3135,26,1403,851668.4522010976,4,7.604045616234897,136872.82109222814,3.0,988541.2732933258,demand10,Nominal joint
0.9958583684033097,0.9994528393432901,3889,23,1746,1086693.960406226,7,7.707492484321828,138734.8647177929,3.0,1225428.825124019,demand10,Nominal joint
0.9958975935102219,0.9996037421508384,3947,28,1884,1164882.5830837078,6,6.232802995726294,112190.45392307329,3.0,1277073.0370067812,demand10,Nominal joint
0.9967343206552097,0.9996367039501521,3051,26,1302,788393.9309945711,4,5.356735233787736,96421.23420817926,3.0,884815.1652027504,demand10,Nominal joint
0.9963827397871071,0.9997708934985391,3435,20,1539,939988.7353081679,5,8.290911555690737,149236.4080024333,3.0,1089225.1433106011,demand10,Nominal joint
0.9960608400632016,0.9996840545843051,3383,19,1522,953782.8444520073,5,6.886588154378911,123958.5867788204,3.0,1077741.4312308277,demand10,Nominal joint
0.9961571463145874,0.9992188145951848,3593,24,1650,1011427.1430857363,2,4.9956390196701035,89921.50235406187,3.0,1101348.6454397982,demand10,Nominal joint
0.9954415661237721,0.9972145508591306,2932,44,1244,771836.9909450214,12,21.32396344545714,383831.3420182285,3.0,1155668.3329632499,carrier,Nominal joint
0.9943714268951258,0.9984887918553492,3299,36,1393,902454.9585898289,16,26.61113197686935,479000.37558364816,3.0,1381455.334173477,carrier,Nominal joint
0.9949967264332676,0.9986393334432851,3208,39,1318,825992.2283844574,12,18.482866964078145,332691.6053534067,3.0,1158683.8337378642,carrier,Nominal joint
0.9950203139796415,0.9992832524451896,3291,38,1457,914354.6908115712,11,15.681169334599005,282261.048022782,3.0,1196615.7388343532,carrier,Nominal joint
0.995260021760434,0.9994458748561721,2977,32,1214,791767.051704374,10,12.167023250752953,219006.4185135532,3.0,1010773.4702179272,carrier,Nominal joint
0.995747007675669,0.9989236150269988,2906,47,1238,775092.9660782926,19,24.638224174628427,443488.0351433117,3.0,1218581.0012216042,carrier,Nominal joint
0.9953951464724548,0.9994070531999918,3136,46,1324,827975.6656564272,10,9.97129484944629,179483.3072900332,3.0,1007458.9729464604,carrier,Nominal joint
0.994710065542967,0.9986571547849995,3133,39,1282,814648.9583420557,14,21.355547601199167,384399.856821585,3.0,1199048.8151636408,carrier,Nominal joint
0.9942955735008805,0.9990400186965661,3440,45,1428,907133.722405489,16,18.2210906156638,327979.6310819484,3.0,1235113.3534874374,carrier,Nominal joint
0.9948611827110516,0.9988619256785287,3187,39,1389,883452.118092114,9,15.00989163910345,270178.0495038621,3.0,1153630.167595976,carrier,Nominal joint
0.9942467367410723,0.9994842743254765,3431,53,1504,972069.768223483,12,17.51122867639238,315202.11617506284,3.0,1287271.8843985458,carrier,Nominal joint
0.9955370084676166,0.999597976493068,2888,29,1205,763342.6163237825,7,5.901459277164102,106226.26698895385,3.0,869568.8833127363,carrier,Nominal joint
0.9953869449044687,0.9989027609069033,2741,34,1154,732360.0106586321,9,12.432857144624158,223791.42860323488,3.0,956151.439261867,carrier,Nominal joint
0.9949648673834752,0.9987081073093766,3406,40,1490,941313.6883993543,11,20.878063269827607,375805.13885689696,3.0,1317118.8272562514,carrier,Nominal joint
0.9945871473851531,0.9997001567315711,3208,44,1356,845476.686176479,9,8.114481146461355,146060.66063630435,3.0,991537.3468127833,carrier,Nominal joint
0.9947101886143318,0.9978491327569086,3122,37,1311,813343.3448740751,11,21.346230420222984,384232.1475640137,3.0,1197575.4924380889,carrier,Nominal joint
0.9942438912491288,0.997171895704612,3243,37,1345,848850.5777658706,14,18.701607523591033,336628.9354246386,3.0,1185479.5131905093,carrier,Nominal joint
0.9946946252876064,0.9984819840062241,3083,43,1283,801352.6239565104,17,28.111904831187836,506014.2869613809,3.0,1307366.9109178914,carrier,Nominal joint
0.9943912162813978,0.9986261342870372,3430,42,1439,900494.0097742816,11,28.759212791233537,517665.8302422038,3.0,1418159.8400164854,carrier,Nominal joint
0.9955638961146769,0.9992290116045136,3023,42,1302,794212.10620769,14,22.103157193579577,397856.8294844324,3.0,1192068.9356921224,carrier,Nominal joint
0.9943838940101006,0.9987140681621087,3586,45,1596,1002452.7299099476,16,23.40298947902092,421253.81062237656,3.0,1423706.5405323242,carrier,Nominal joint
0.994681435791536,0.9980868124762992,3566,54,1521,942343.5737502885,17,32.543799269381445,585788.386848866,3.0,1528131.9605991545,carrier,Nominal joint
0.9953900724402396,0.9982704133933564,2921,40,1175,753094.6315154452,15,18.684047933992424,336312.86281186354,3.0,1089407.4943273086,carrier,Nominal joint
0.9950767296755808,0.9993843124525754,3283,44,1393,871847.7108564303,11,17.937539052406084,322875.7029433095,3.0,1194723.41379974,carrier,Nominal joint
0.993999015377596,0.9982500468228811,3328,43,1416,901236.2650057118,17,30.742175885979805,553359.1659476366,3.0,1454595.4309533485,carrier,Nominal joint
0.9976139505633593,0.9996797097224795,2027,27,844,517102.0802231472,6,7.7531230786784375,139556.21541621187,3.0,656658.295639359,container,Nominal joint
0.9975927031217479,0.9997486845163956,1983,30,878,554595.7809195378,6,6.747802334024105,121460.4420124339,3.0,676056.2229319717,container,Nominal joint
0.9976766120449134,0.9997208124957441,1983,36,873,536739.4950805483,6,7.902989344629462,142253.80820333032,3.0,678993.3032838786,container,Nominal joint
0.9979586752214646,0.9999381817696811,1789,15,751,467815.719521082,3,3.337849455162832,60081.29019293098,3.0,527897.009714013,container,Nominal joint
0.9974327375566232,0.9996650606952482,2371,32,1102,672983.7942050565,7,6.725667091714932,121062.00765086876,3.0,794045.8018559252,container,Nominal joint
0.997264749317799,0.9998290628319713,2304,30,1030,649604.6548393343,4,6.309883546421705,113577.9038355907,3.0,763182.558674925,container,Nominal joint
0.9973795495174016,0.9991402878913358,2124,26,991,623033.883636015,3,7.073262771149173,127318.7298806851,3.0,750352.6135167001,container,Nominal joint
0.9970847554879301,0.9989634687082879,2222,34,995,620142.2234826264,5,7.207028916054696,129726.52048898455,3.0,749868.7439716109,container,Nominal joint
0.997663865126072,0.9997768222849441,2066,32,871,547639.9517432658,3,2.0766075676673337,37378.93621801201,3.0,585018.8879612779,container,Nominal joint
0.9974268292613133,0.9991304277038258,2129,34,904,565589.4927515388,4,9.130057761792493,164341.03971226484,3.0,729930.5324638037,container,Nominal joint
0.9974724161821064,0.999949721275411,2082,28,883,536862.1767827881,3,2.088103256944481,37585.858625000656,3.0,574448.0354077888,container,Nominal joint
0.9974081604337254,0.9988618944729423,2264,41,999,628770.5975759696,6,8.882348247144009,159882.2684485922,3.0,788652.8660245618,container,Nominal joint
0.9968326076913433,0.9997453963569668,2338,39,1022,620925.8832861109,4,3.830711419148521,68952.80554467338,3.0,689878.6888307843,container,Nominal joint
0.9974564279276482,0.9997749499520451,2293,30,1053,650621.2794445297,4,3.6219954571343074,65195.91822841754,3.0,715817.1976729472,container,Nominal joint
0.9969494640690414,0.999607585508675,2437,30,1148,719747.6128638149,6,8.521207505269022,153381.73509484238,3.0,873129.3479586573,container,Nominal joint
0.9972901378660456,0.9999185802789756,2303,24,955,601696.697572385,3,3.4080219816043935,61344.39566887908,3.0,663041.093241264,container,Nominal joint
0.9973503975731975,0.9999961061629743,2137,27,927,568035.4425675054,2,0.8439360739326136,15190.849330787045,3.0,583226.2918982925,container,Nominal joint
0.9977177222476932,0.9998398314185905,1990,26,912,578101.2199223718,5,6.0349871382344835,108629.7684882207,3.0,686730.9884105925,container,Nominal joint
0.9974749098564082,0.9997002804462269,2162,27,926,568250.7971760945,8,8.084946929573446,145529.04473232204,3.0,713779.8419084165,container,Nominal joint
0.9975904626212571,0.9997330295691804,2183,45,1018,614317.8194459197,8,7.287700336249275,131178.60605248692,3.0,745496.4254984066,container,Nominal joint
0.997104915712572,0.9996177954924319,2409,27,1056,666273.2390485536,5,6.347466860858497,114254.40349545293,3.0,780527.6425440066,container,Nominal joint
0.9972276158679874,0.9989054579644766,2346,28,1078,679559.7026938685,6,10.864962038599426,195569.31669478968,3.0,875129.0193886582,container,Nominal joint
0.9969029871957192,0.9998640625586522,2349,26,1045,672601.9546574807,4,5.082518114412794,91485.32605943031,3.0,764087.280716911,container,Nominal joint
0.9976618143790891,0.999416695638652,2182,24,1011,626987.105620147,4,7.366738897540057,132601.30015572102,3.0,759588.405775868,container,Nominal joint
0.9978164416166441,0.9997484314635515,1997,34,912,572868.8607898956,4,5.250070515941756,94501.2692869516,3.0,667370.1300768473,container,Nominal joint
0.9794260845968568,0.9921424487395762,13278,109,7107,4718791.075470154,69,120.31953119271434,2165751.561468858,4.0,6884542.6369390115,combined,Nominal joint
0.9797621505071282,0.9901138942196817,13169,97,6886,4506404.980478317,69,141.2750100306251,2542950.180551251,4.0,7049355.161029568,combined,Nominal joint
0.9783388214197419,0.9892244294551981,13200,102,6766,4435357.412084885,75,145.33741795075036,2616073.523113507,4.0,7051430.935198392,combined,Nominal joint
0.9780797463119735,0.9908112885357908,13731,104,7117,4687346.707576679,80,151.58641322417776,2728555.4380351994,4.0,7415902.1456118785,combined,Nominal joint
0.9801142484849806,0.9920421992455561,13016,109,6854,4530249.253837981,70,116.51771946827924,2097318.9504290256,4.0,6627568.204267006,combined,Nominal joint
0.9794176620177276,0.9916742862653753,13488,100,7081,4661106.651370633,78,142.12753576970394,2558295.643854671,4.0,7219402.295225305,combined,Nominal joint
0.9784931602201193,0.9860991794592534,13941,109,7497,4928208.549168846,91,176.26256855269594,3172726.2339485255,4.0,8100934.783117371,combined,Nominal joint
0.9811561142686565,0.9888538237242999,12278,95,6328,4169025.7489244486,81,144.04736076225578,2592852.493720603,4.0,6761878.242645051,combined,Nominal joint
0.9783416676804076,0.9840734801031416,13599,100,7145,4711129.435405045,91,204.00841191627677,3672151.414492983,4.0,8383280.849898027,combined,Nominal joint
0.9785821459170028,0.991746695111101,13445,104,7019,4683626.660512213,81,158.6774666820877,2856194.400277579,4.0,7539821.060789792,combined,Nominal joint
0.9786017345978478,0.9893513764380927,13361,110,7056,4605176.827585092,74,162.2400877283418,2920321.5791101516,4.0,7525498.406695243,combined,Nominal joint
0.9790110233644577,0.9912555635791733,13490,103,7180,4690846.144090854,79,156.05112580899788,2808920.2645619623,4.0,7499766.408652816,combined,Nominal joint
0.9774066481298607,0.9863055663938688,13547,97,7116,4701634.874093528,73,157.06248124745156,2827124.662454129,4.0,7528759.536547657,combined,Nominal joint
0.979804596971928,0.9899646945454484,13099,110,6951,4562459.977346414,80,148.196350105726,2667534.3019030686,4.0,7229994.279249482,combined,Nominal joint
0.9792665115038337,0.9943091212444279,13373,96,6877,4482505.601660226,66,112.25668533931236,2020620.3361076226,4.0,6503125.937767848,combined,Nominal joint
0.9791720725129938,0.9883806545712632,13019,101,6759,4453197.930602837,80,168.10664784345005,3025919.661182102,4.0,7479117.591784939,combined,Nominal joint
0.9786218421289992,0.9928056726648482,13662,102,7191,4745166.266987839,73,125.88210498101911,2265877.889658344,4.0,7011044.156646183,combined,Nominal joint
0.9795394575960407,0.9910911871771019,13072,103,6871,4512442.438635509,59,132.36288507379558,2382531.931328321,4.0,6894974.36996383,combined,Nominal joint
0.9781529528905759,0.9861896795247806,14207,103,7540,4997235.612876336,78,167.14415612544553,3008594.8102580197,4.0,8005830.423134356,combined,Nominal joint
0.9773833661206686,0.9911074827639851,13944,101,7333,4840289.148389805,71,141.60180595456143,2548832.507182105,4.0,7389121.65557191,combined,Nominal joint
0.9787681385676698,0.9873163152279273,13498,99,7178,4695704.25053763,80,157.02303513202247,2826414.6323764045,4.0,7522118.882914035,combined,Nominal joint
0.9767497959099367,0.9842170629464678,14447,107,7542,4931215.434446199,76,171.23057565312578,3082150.3617562633,4.0,8013365.796202462,combined,Nominal joint
0.9775070871727203,0.9890646738043496,14089,107,7325,4864839.084011354,84,154.75922384395332,2785666.02919116,4.0,7650505.113202514,combined,Nominal joint
0.9788547053814044,0.9930987279159768,13180,99,6833,4518219.277896395,73,138.29959247633835,2489392.66457409,4.0,7007611.942470485,combined,Nominal joint
0.9791280133610079,0.9899680707207404,13026,102,6909,4550089.509853422,79,145.1477571787896,2612659.6292182133,4.0,7162749.139071635,combined,Nominal joint
0.9994560568900343,1.0,508,0,176,109216.68355799594,0,0.0,0.0,2.0,109216.68355799594,nominal,Target+ robust
0.999438968787453,1.0,550,0,187,104877.61102509797,0,0.0,0.0,2.0,104877.61102509797,nominal,Target+ robust
0.9992930941025983,1.0,572,1,228,139019.7603627185,0,0.0,0.0,2.0,139019.7603627185,nominal,Target+ robust
0.9993857790281041,1.0,594,0,238,142203.07125762923,0,0.0,0.0,2.0,142203.07125762923,nominal,Target+ robust
0.9993446846642349,1.0,617,2,255,151244.42508371634,0,0.0,0.0,2.0,151244.42508371634,nominal,Target+ robust
0.9991730392507019,1.0,697,0,221,126937.65296553053,0,0.0,0.0,3.0,126937.65296553053,nominal,Target+ robust
0.9993358936631862,1.0,509,0,189,115625.86094741929,0,0.0,0.0,2.0,115625.86094741929,nominal,Target+ robust
0.9993251459705357,1.0,571,0,200,119313.87724822198,0,0.0,0.0,2.0,119313.87724822198,nominal,Target+ robust
0.999499654250259,1.0,435,0,134,78859.38520059183,0,0.0,0.0,2.0,78859.38520059183,nominal,Target+ robust
0.999340033316878,1.0,547,1,211,125607.49183911274,0,0.0,0.0,2.0,125607.49183911274,nominal,Target+ robust
0.9993178641587824,1.0,522,1,174,104984.98558386602,0,0.0,0.0,2.0,104984.98558386602,nominal,Target+ robust
0.9990769195513718,1.0,773,0,313,202425.99724860335,0,0.0,0.0,2.0,202425.99724860335,nominal,Target+ robust
0.9993706703942263,1.0,461,0,153,91624.30686674186,0,0.0,0.0,2.0,91624.30686674186,nominal,Target+ robust
0.9990517118181146,1.0,725,1,273,161921.58266083527,0,0.0,0.0,2.0,161921.58266083527,nominal,Target+ robust
0.999348080036344,1.0,603,0,213,133623.60374134342,0,0.0,0.0,2.0,133623.60374134342,nominal,Target+ robust
0.9992657230436571,1.0,628,0,218,133549.58354568505,0,0.0,0.0,2.0,133549.58354568505,nominal,Target+ robust
0.9994832001989091,1.0,404,1,134,78722.19147327797,0,0.0,0.0,2.0,78722.19147327797,nominal,Target+ robust
0.9992517902271487,1.0,611,0,246,151663.57536512392,0,0.0,0.0,2.0,151663.57536512392,nominal,Target+ robust
0.9992497810307339,1.0,585,0,224,136165.7858556105,0,0.0,0.0,2.0,136165.7858556105,nominal,Target+ robust
0.9991312751480209,1.0,686,1,225,137515.55754865936,0,0.0,0.0,2.0,137515.55754865936,nominal,Target+ robust
0.9995308066369875,1.0,428,0,146,91561.21902380651,0,0.0,0.0,2.0,91561.21902380651,nominal,Target+ robust
0.999285702872655,1.0,545,0,170,105948.67300919537,0,0.0,0.0,2.0,105948.67300919537,nominal,Target+ robust
0.9992594440883732,1.0,580,0,201,120605.81982348059,0,0.0,0.0,2.0,120605.81982348059,nominal,Target+ robust
0.9993909413170532,1.0,564,0,166,100527.59848831395,0,0.0,0.0,2.0,100527.59848831395,nominal,Target+ robust
0.9994290154143713,1.0,434,0,133,74959.48791345832,0,0.0,0.0,2.0,74959.48791345832,nominal,Target+ robust
0.9992679953077147,1.0,596,0,221,130189.67090112773,0,0.0,0.0,2.0,130189.67090112773,correlated,Target+ robust
0.9992434031027957,1.0,577,0,161,96875.37235420385,0,0.0,0.0,2.0,96875.37235420385,correlated,Target+ robust
0.999331433948411,1.0,530,0,161,95804.47781560384,0,0.0,0.0,2.0,95804.47781560384,correlated,Target+ robust
0.9993063051988375,1.0,598,1,199,116968.1219326329,0,0.0,0.0,2.0,116968.1219326329,correlated,Target+ robust
0.9992967142698571,1.0,636,0,243,150014.31851291968,0,0.0,0.0,2.0,150014.31851291968,correlated,Target+ robust
0.9993306002654636,1.0,604,0,240,153104.09181119603,0,0.0,0.0,2.0,153104.09181119603,correlated,Target+ robust
0.9990619443086233,1.0,719,1,290,171542.84617412993,0,0.0,0.0,3.0,171542.84617412993,correlated,Target+ robust
0.9992834759014996,1.0,573,0,199,119918.69392778412,0,0.0,0.0,2.75,119918.69392778412,correlated,Target+ robust
0.9994465779101243,1.0,466,0,165,97516.8853968946,0,0.0,0.0,2.0,97516.8853968946,correlated,Target+ robust
0.9994229168335887,1.0,501,1,196,109885.15301395125,0,0.0,0.0,2.0,109885.15301395125,correlated,Target+ robust
0.9994337341971542,1.0,440,0,146,90291.75478190521,0,0.0,0.0,2.0,90291.75478190521,correlated,Target+ robust
0.9994335940836904,1.0,540,0,208,122831.8992118569,0,0.0,0.0,2.0,122831.8992118569,correlated,Target+ robust
0.9993349976805684,1.0,567,0,208,121851.82430845866,0,0.0,0.0,2.0,121851.82430845866,correlated,Target+ robust
0.9993046674507706,1.0,612,0,198,120238.66302255701,0,0.0,0.0,2.0,120238.66302255701,correlated,Target+ robust
0.9991282373321179,1.0,702,0,256,154337.4962737338,0,0.0,0.0,2.0,154337.4962737338,correlated,Target+ robust
0.9991279954872341,1.0,771,0,290,172477.7119901067,0,0.0,0.0,2.0,172477.7119901067,correlated,Target+ robust
0.9992047151750645,1.0,618,0,235,146171.22267552823,0,0.0,0.0,2.0,146171.22267552823,correlated,Target+ robust
0.9992459737163975,1.0,551,0,197,110274.57287401106,0,0.0,0.0,2.0,110274.57287401106,correlated,Target+ robust
0.9993786253999141,1.0,577,0,207,125759.00231462608,0,0.0,0.0,2.0,125759.00231462608,correlated,Target+ robust
0.9991701338811846,1.0,635,1,236,145259.78412447812,0,0.0,0.0,2.0,145259.78412447812,correlated,Target+ robust
0.9991991956301488,1.0,617,1,220,136285.6279094455,0,0.0,0.0,2.0,136285.6279094455,correlated,Target+ robust
0.9990831218660202,1.0,638,0,230,130695.18111123251,0,0.0,0.0,2.0,130695.18111123251,correlated,Target+ robust
0.9992350662248377,1.0,635,0,239,137816.95792561182,0,0.0,0.0,2.0,137816.95792561182,correlated,Target+ robust
