route_id,dock_id,requested_arrival_h,scheduled_start_h,scheduled_end_h,waiting_h,dock_service_h,overtime_h
R033,1,9.990127907915742,17.415215819305633,17.931549818305633,7.425087911389891,0.5163339990000001,0.0
R034,3,6.322667507408063,17.425915221471378,17.90167729922138,11.103247714063315,0.47576207775,0.0
R022,2,13.134672669883692,17.575463405857736,18.056746160857735,4.440790735974044,0.481282755,0.05674616085773465
R024,4,8.281668992209966,17.76695638946778,18.24811914946778,9.485287397257814,0.48116276,0.24811914946777947
R018,0,15.834890739084003,17.84101549849322,18.31787503599322,2.006124759409218,0.47685953750000004,0.31787503599322164
R017,3,11.194763581065928,17.90167729922138,18.431156576721378,6.706913718155452,0.5294792775,0.43115657672137786
R020,1,6.962480582014788,17.931549818305633,18.446133712055634,10.969069236290846,0.51458389375,0.4461337120556337
R016,2,12.983564998961533,18.056746160857735,18.554200719607735,5.073181161896201,0.49745455875,0.554200719607735
R019,4,9.01062686729739,18.24811914946778,18.735493139467778,9.23749228217039,0.48737399000000003,0.7354931394677777
R026,0,15.952396975112535,18.31787503599322,18.832825638493222,2.3654780608806867,0.5149506025,0.8328256384932224
R023,3,12.006622680164497,18.431156576721378,18.929843741721378,6.424533896556881,0.49868716500000004,0.9298437417213776
R021,1,8.177272830820407,18.446133712055634,18.947583827055634,10.268860881235227,0.501450115,0.9475838270556345
R025,2,14.491223360299536,18.554200719607735,19.047694253357736,4.062977359308199,0.49349353375000005,1.0476942533577365
R013,4,10.157409654596314,18.735493139467778,19.23832715946778,8.578083484871463,0.50283402,1.2383271594677794
R012,0,6.665495603110443,18.832825638493222,19.339120000993223,12.16733003538278,0.5062943625,1.3391200009932227
R010,3,13.148817282270326,18.929843741721378,19.366741901721376,5.781026459451052,0.43689816000000004,1.366741901721376
R011,1,8.303623683299254,18.947583827055634,19.436257421430636,10.64396014375638,0.488673594375,1.4362574214306356
R009,2,15.027810868112159,19.047694253357736,19.522375793357735,4.019883385245578,0.47468154000000007,1.5223757933577353
R014,4,11.793936128848156,19.23832715946778,19.76205263946778,7.444391030619624,0.52372548,1.762052639467779
R015,0,7.766905521226665,19.339120000993223,19.835392717243224,11.572214479766558,0.49627271625,1.8353927172432236
R005,3,13.372119327529802,19.366741901721376,19.924246381721375,5.994622574191574,0.5575044800000001,1.9242463817213746
R004,1,10.4395367789447,19.436257421430636,19.841313881430636,8.996720642485936,0.40505646,1.8413138814306365
R003,2,16.72004433071244,19.522375793357735,20.065607072107735,2.802331462645295,0.54323127875,2.065607072107735
R002,4,11.97668903299206,19.76205263946778,20.22330070446778,7.78536360647572,0.46124806500000004,2.2233007044677784
R008,0,8.50017854123459,19.835392717243224,20.307225742243222,11.335214176008634,0.471833025,2.3072257422432223
R007,1,14.443255066875217,19.841313881430636,20.427879841430638,5.398058814555419,0.58656596,2.427879841430638
R000,3,10.560926903726532,19.924246381721375,20.432012311721376,9.363319477994843,0.50776593,2.432012311721376
R001,2,6.067976788253681,20.065607072107735,20.560400987107734,13.997630283854054,0.49479391500000003,2.560400987107734
R006,4,13.841258342049422,20.22330070446778,20.74470717696778,6.382042362418357,0.5214064725,2.744707176967779
