route_id,frequency_per_week,suppliers,n_stops,route_km,load_weight_kg,load_cube_m3,pallet_positions_used,weight_utilization,cube_utilization,pallet_position_utilization,route_duration_h,vehicle_id,feasible,annual_trips,tonne_km_per_trip,wtw_gco2e_tkm,annual_co2e_kg
B034,5.0,S034,1,272.6,4887.1920968,62.91193680000001,24,0.20363300403333334,0.6990215200000001,0.7272727272727273,5.273030303030303,V03,True,250.0,1332.2485655876803,115.0,38302.14626064581
B035,3.0,S035,1,292.0,1939.091272,25.849923999999998,10,0.08079546966666666,0.28722137777777773,0.30303030303030304,5.525757575757576,V03,True,150.0,566.214651424,115.0,9767.202737063999
B036,3.0,S036,1,520.0,5954.660910666667,71.97416600000001,27,0.2481108712777778,0.7997129555555557,0.8181818181818182,9.854545454545455,V03,True,150.0,3096.423673546667,115.0,53413.30836868001
B037,3.0,S037,1,142.6,237.60701466666666,1.9023180000000002,1,0.009900292277777778,0.021136866666666667,0.030303030303030304,2.9927272727272727,V03,True,150.0,33.88276029146666,115.0,584.4776150277999
B038,3.0,S038,1,260.0,1279.5340013333332,15.04725,6,0.053313916722222215,0.16719166666666666,0.18181818181818182,5.3106060606060606,V03,True,150.0,332.6788403466666,115.0,5738.709995979998
B039,3.0,S039,1,520.0,6880.594556666666,74.000212,28,0.28669143986111106,0.8222245777777778,0.8484848484848485,9.671212121212122,V03,True,150.0,3577.9091694666663,115.0,61718.9331733
B040,12.5,S040,1,230.2,5690.65684176,73.33991952,27,0.23711070174,0.8148879946666666,0.8181818181818182,4.468787878787879,V03,True,625.0,1309.989204973152,115.0,94155.4741074453
B041,3.0,S041,1,469.0,2371.500466666667,19.482562,8,0.09881251944444445,0.21647291111111114,0.24242424242424243,8.827272727272728,V03,True,150.0,1112.2337188666668,115.0,19186.03165045
B042,3.0,S042,1,226.4,1589.8283119999999,24.009502,9,0.06624284633333333,0.2667722444444445,0.2727272727272727,4.333030303030303,V03,True,150.0,359.93712983679995,115.0,6208.9154896847995
B043,7.5,S043,1,97.8,6664.939172799999,55.99787520000001,21,0.27770579886666663,0.6221986133333335,0.6363636363636364,2.078181818181818,V03,True,375.0,651.8310510998399,115.0,28110.214078680598
B044,5.0,S044,1,149.8,7779.394126,49.5500544,19,0.32414142191666667,0.55055616,0.5757575757575758,3.2236363636363636,V03,True,250.0,1165.3532400748002,115.0,33503.905652150504
B045,5.0,S045,1,520.0,3727.33028,61.895684400000015,23,0.15530542833333333,0.6877298266666668,0.696969696969697,9.837878787878788,V03,True,250.0,1938.2117456,115.0,55723.587686
B046,3.0,S046,1,202.6,6280.5686786666665,43.869518,17,0.2616903616111111,0.48743908888888887,0.5151515151515151,4.266969696969697,V03,True,150.0,1272.4432142978667,115.0,21949.6454466382
B047,3.0,S047,1,266.6,2754.133566,28.426090000000002,11,0.11475556525,0.31584544444444446,0.3333333333333333,5.197272727272727,V03,True,150.0,734.2520086956001,115.0,12665.847149999103
B048,5.0,S048,1,116.2,4539.863566000001,52.959178800000004,20,0.1891609819166667,0.5884353200000001,0.6060606060606061,2.496060606060606,V03,True,250.0,527.5321463692002,115.0,15166.549208114504
B049,3.0,S049,1,86.0,4423.953564666667,46.772110000000005,18,0.1843313985277778,0.5196901111111112,0.5454545454545454,1.946969696969697,V03,True,150.0,380.4600065613334,115.0,6562.935113183001
B050,7.5,S050,1,74.8,2978.1048306666667,73.2933824,27,0.12408770127777778,0.8143709155555555,0.8181818181818182,1.71,V03,True,375.0,222.76224133386665,115.0,9606.621657523
B051,3.0,S051,1,520.0,1362.6232286666668,11.482460000000001,5,0.05677596786111112,0.1275828888888889,0.15151515151515152,9.737878787878788,V03,True,150.0,708.5640789066667,115.0,12222.730361140002
B052,3.0,S052,1,446.2,1039.4423720000002,14.386724000000001,6,0.043310098833333345,0.1598524888888889,0.18181818181818182,8.32939393939394,V03,True,150.0,463.79918638640004,115.0,8000.5359651654
B053,5.0,S053,1,163.2,6591.1056896,73.3972308,27,0.27462940373333333,0.8155247866666667,0.8181818181818182,3.2006060606060607,V03,True,250.0,1075.66844854272,115.0,30925.467895603193
B054,3.0,S054,1,127.4,7268.561952666667,77.990858,29,0.3028567480277778,0.866565088888889,0.8787878787878788,2.8163636363636364,V03,True,150.0,926.0147927697334,115.0,15973.755175277902
B055,7.5,S055,1,198.8,5133.844675733333,59.574753599999994,22,0.2139101948222222,0.6619417066666666,0.6666666666666666,3.897878787878788,V03,True,375.0,1020.6083215357867,115.0,44013.7338662308
B056,41.0,S056,1,205.8,5557.653143121952,79.08377224390244,29,0.23156888096341466,0.878708580487805,0.8787878787878788,4.258484848484849,V03,True,2050.0,1143.7650168544978,115.0,269642.60272344784
B057,3.0,S057,1,150.4,56.625168,1.3819080000000001,1,0.002359382,0.015354533333333335,0.030303030303030304,3.017878787878788,V03,True,150.0,8.5164252672,115.0,146.9083358592
B058,3.0,S058,1,520.0,5461.306301333333,62.40113000000001,23,0.22755442922222222,0.693345888888889,0.696969696969697,9.837878787878788,V03,True,150.0,2839.879276693333,115.0,48987.91752295999
B059,5.0,S059,1,227.2,5552.9515587999995,49.12245720000001,19,0.23137298161666664,0.54580508,0.5757575757575758,4.347575757575758,V03,True,250.0,1261.6305941593598,115.0,36271.879582081594
