route_id,frequency_per_week,suppliers,n_stops,route_km,load_weight_kg,load_cube_m3,pallet_positions_used,weight_utilization,cube_utilization,pallet_position_utilization,route_duration_h,vehicle_id,feasible,annual_trips,tonne_km_per_trip,wtw_gco2e_tkm,annual_co2e_kg
R020,3.0,S036,1,519.9940499659588,5954.660910666667,61.13491200000001,23,0.2481108712777778,0.6792768000000001,0.696969696969697,9.854437272108342,V03,True,150.0,3096.3882431115444,115.0,53412.69719367414
R021,3.0,S001,1,188.5025930856125,5637.300703333333,67.0752205,25,0.23488752930555556,0.7452802277777778,0.7575757575757576,4.027319874283863,V03,True,150.0,1062.6458005816805,115.0,18330.640060033988
R022,3.0,S044,1,149.70742800542664,12965.656876666668,68.74725,26,0.5402357031944445,0.7638583333333333,0.7878787878787878,3.2219532364623023,V03,True,150.0,1941.05514340664,115.0,33483.20122376454
R023,3.0,S058,1,519.9991546146974,5461.306301333333,80.98590300000001,30,0.22755442922222222,0.8998433666666668,0.9090909090909091,9.837863417236923,V03,True,150.0,2839.8746597852532,115.0,48987.83788129562
R024,3.0,S048,1,116.1272130036711,7566.439276666668,65.9993175,25,0.3152683031944445,0.73332575,0.7575757575757576,2.494737206127353,V03,True,150.0,878.6695055608133,115.0,15157.048970924028
R025,5.0,S034,1,272.66235897167763,4887.1920968,80.4701583,30,0.20363300403333334,0.89411287,0.9090909090909091,5.274164102515351,V03,True,250.0,1332.5533258612277,115.0,38310.9081185103
R026,5.0,S045,1,520.007179181211,3727.33028,64.71442680000001,24,0.15530542833333333,0.7190491866666668,0.7272727272727273,9.83800931844626,V03,True,250.0,1938.2385047795135,115.0,55724.35701241101
R027,5.0,S021,1,431.36143592120055,7031.1004596,62.020098000000004,23,0.29296251915,0.6891122000000001,0.696969696969697,8.05960186523395,V03,True,250.0,3032.9455903592693,115.0,87197.18572282899
R028,5.0,S053,1,163.21808233158484,6591.1056896,66.19055010000001,25,0.27462940373333333,0.7354505566666668,0.7575757575757576,3.2009348302712395,V03,True,250.0,1075.7876311013101,115.0,30928.894394162668
R029,5.0,S017,1,241.77168155100384,5768.4007692,51.8787042,20,0.24035003205,0.5764300466666666,0.6060606060606061,4.645848755472797,V03,True,250.0,1394.6359538295878,115.0,40095.78367260065
R030,5.0,S025,1,119.0548142663706,7236.1968384,74.53359960000002,28,0.3015082016,0.8281511066666668,0.8484848484848485,2.58129965332795,V03,True,250.0,861.5040705906101,115.0,24768.24202948004
R031,5.0,S004,1,120.727304285319,10314.1047664,58.5388407,22,0.42975436526666666,0.6504315633333333,0.6666666666666666,2.5783752294300424,V03,True,250.0,1245.1940645638317,115.0,35799.32935621016
R032,5.0,S059,1,227.2760726517422,5552.9515587999995,57.977614200000005,22,0.23137298161666664,0.6441957133333334,0.6666666666666666,4.348958896698343,V03,True,250.0,1262.0530219094337,115.0,36284.02437989622
R033,7.5,S043,1,97.8707923744362,6664.939172799999,57.653301400000004,22,0.27770579886666663,0.6405922377777779,0.6666666666666666,2.0794689522624763,V03,True,375.0,652.3028779693552,115.0,28130.561612428446
R034,7.5,S026,1,238.63069794140065,3377.381605333333,67.9741734,25,0.14072423355555555,0.7552685933333333,0.7575757575757576,4.9054066292375875,V03,True,375.0,805.9469296951414,115.0,34756.46134310297
R035,7.5,S055,1,198.84619583990036,5133.844675733333,62.35508239999999,23,0.2139101948222222,0.6928342488888888,0.696969696969697,3.8987187122406124,V03,True,375.0,1020.8454838025001,115.0,44023.96148898282
R036,7.5,S013,1,194.8174694425528,3475.4592666666667,61.788125,23,0.14481080277777778,0.6865347222222222,0.696969696969697,3.992135808046415,V03,True,375.0,677.0801794826704,115.0,29199.08274019016
R037,7.5,S024,1,273.3463861111026,5209.527457333334,60.712252799999995,23,0.21706364405555556,0.6745805866666666,0.696969696969697,5.303267626262471,V03,True,375.0,1424.005503808628,115.0,61410.237351747084
R038,7.5,S022,1,202.91943721585668,7869.424608,79.861657,30,0.327892692,0.8873517444444444,0.9090909090909091,4.022777646348909,V03,True,375.0,1596.8592126679735,115.0,68864.55354630636
R039,7.5,S050,1,74.89992256337786,2978.1048306666667,73.2325568,27,0.12408770127777778,0.8136950755555555,0.8181818181818182,1.7118167738795975,V03,True,375.0,223.05982120255484,115.0,9619.454789360178
R040,7.5,S032,1,432.37956704728776,3747.448541333333,68.0066636,25,0.15614368922222222,0.7556295955555555,0.7575757575757576,8.128113340253718,V03,True,375.0,1620.3201778336966,115.0,69876.30766907816
R041,7.5,S015,1,520.0064561137679,3176.041098133333,63.7485856,24,0.13233504575555555,0.7083176177777778,0.7272727272727273,9.837996171765475,V03,True,375.0,1651.561875911994,115.0,71223.60589870476
R042,10.0,S000,1,274.72540836260487,8126.683864600001,71.9346129,27,0.3386118276916667,0.7992734766666667,0.8181818181818182,5.578340758107967,V03,True,500.0,2232.606543336027,115.0,128374.87624182153
R043,10.0,S019,1,371.9364725326087,5313.4833854,68.46047175,26,0.22139514105833333,0.7606719083333333,0.7878787878787878,7.112481318774703,V03,True,500.0,1976.2782672262997,115.0,113636.00036551223
R044,10.0,S008,1,194.5295257795073,1275.9975628,62.73439065,24,0.05316656511666667,0.697048785,0.7272727272727273,3.953567135384981,V03,True,500.0,248.2192007872911,115.0,14272.604045269238
R045,12.5,S029,1,520.0006003842688,7699.53996032,71.61456731999999,27,0.3208141650133333,0.7957174146666666,0.8181818181818182,9.804556370623068,V03,True,625.0,4003.765402049069,115.0,287770.63827227685
R046,12.5,S023,1,200.17672192340447,7255.4176203199995,72.40687896,27,0.3023090675133333,0.8045208773333333,0.8181818181818182,3.9729100955770513,V03,True,625.0,1452.3657154209654,115.0,104388.78579588188
R047,12.5,S033,1,261.7955064549428,3676.657132,75.50757024,28,0.15319404716666665,0.8389730026666667,0.8484848484848485,5.026584965847445,V03,True,625.0,962.5323159331175,115.0,69182.01020769282
R048,12.5,S020,1,98.111359179251,4676.858834560001,75.11898851999999,28,0.1948691181066667,0.8346554279999998,0.8484848484848485,2.3505095608348663,V03,True,625.0,458.85297694816944,115.0,32980.05771814968
R049,12.5,S040,1,230.16083506973987,5690.65684176,69.19251636000001,26,0.23711070174,0.7688057373333335,0.7878787878787878,4.468075789146785,V03,True,625.0,1309.76633079481,115.0,94139.45502587699
R050,12.5,S027,1,112.18856269691666,5311.27805984,72.94652544000002,27,0.22130325249333335,0.8105169493333335,0.8181818181818182,2.6397920490348485,V03,True,625.0,595.8646516171177,115.0,42827.77183498034
R051,15.0,S003,1,460.30617723424047,7150.765692399999,78.2377046,29,0.2979485705166666,0.8693078288888889,0.8787878787878788,8.835869889107402,V03,True,750.0,3291.5416201664,115.0,283895.46473935206
R052,15.0,S016,1,117.32640964420585,3245.2514807999996,69.9536327,26,0.1352188117,0.7772625855555556,0.7878787878787878,2.5832074480764704,V03,True,750.0,380.7537046348064,115.0,32840.007024752056
R053,15.0,S006,1,319.5204832244719,3713.1411273333333,69.970514,26,0.15471421363888888,0.7774501555555555,0.7878787878787878,6.009463331354034,V03,True,750.0,1186.4246472862071,115.0,102329.12582843537
R054,15.0,S012,1,115.20720116381615,4765.2124236,73.5317173,27,0.19855051765,0.8170190811111111,0.8181818181818182,2.428009718129991,V03,True,750.0,548.986786274001,115.0,47350.11031613259
R055,25.0,S009,1,519.9961449857104,4447.8030584,71.60875746,27,0.18532512743333332,0.7956528606666667,0.8181818181818182,9.921142030043221,V03,True,1250.0,2312.8404440236527,115.0,332470.8138284001
R056,25.0,S056,1,205.7715412781855,9114.55115472,76.55722152,29,0.37977296478,0.8506357946666666,0.8787878787878788,4.257967417179131,V03,True,1250.0,1875.5152391656,115.0,269605.31563005503
